Price,Close,High,Low,Open,Volume,MA20
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,
Date,,,,,,
2026-07-09,817.5499877929688,822.8499755859375,812.2999877929688,813.0,39891798,793.0303619384765
2026-07-10,824.9500122070312,827.7000122070312,820.2999877929688,824.0,23595785,796.2837646484375
2026-07-13,817.9500122070312,821.9500122070312,811.0,817.0,21741736,798.9461547851563
2026-07-14,809.4000244140625,818.4000244140625,807.0,811.4000244140625,25605395,800.809683227539
2026-07-15,815.4500122070312,819.7000122070312,809.7000122070312,811.0,21488739,802.8675048828125
2026-07-16,808.2999877929688,818.0,806.5,814.5,18698186,803.9825042724609
2026-07-17,819.5999755859375,823.7000122070312,808.5,810.0,17415322,805.9725036621094
2026-07-20,777.5999755859375,790.0,774.5499877929688,790.0,56061789,805.5325012207031
2026-07-21,761.4500122070312,772.5,760.0999755859375,769.1500244140625,42246009,804.8725006103516
2026-07-22,753.1500244140625,761.3499755859375,750.3499755859375,760.25,23385446,802.8700012207031
2026-07-23,747.25,751.0,743.25,749.4000244140625,32532090,800.4175018310547
2026-07-24,742.7999877929688,748.25,737.25,738.5,23837859,797.7425018310547
2026-07-27,739.5499877929688,747.9500122070312,738.0999755859375,746.0999755859375,29678752,794.775
2026-07-28,735.4000244140625,740.25,732.0,732.0,33886037,791.6475006103516
2026-07-29,748.2000122070312,751.25,740.7999877929688,743.0,20460659,789.25
2026-07-30,753.9500122070312,757.9000244140625,745.5,752.7999877929688,35844392,787.1524993896485
2026-07-31,748.1500244140625,757.5499877929688,747.2000122070312,753.9500122070312,25522483,784.5075012207031
2026-08-03,753.0,756.8499755859375,750.0499877929688,753.0499877929688,14827841,780.6650024414063
2026-08-04,742.0,753.2000122070312,738.0,753.2000122070312,31559802,776.3000030517578
2026-08-05,735.0,741.9500122070312,732.5999755859375,733.7999877929688,60050538,772.5350036621094
2026-08-06,734.2999877929688,740.5,733.5499877929688,739.0,44772122,768.3725036621094
2026-08-07,731.0,736.0,728.2000122070312,733.0,19382042,763.6750030517578
2026-08-10,731.0,737.5499877929688,728.5,731.5,23660590,759.3275024414063
2026-08-11,729.0,730.8499755859375,726.5499877929688,730.5,29154365,755.3075012207031
2026-08-12,729.0,730.6500244140625,722.0,729.0,26993177,750.9850006103516
2026-08-13,725.0,729.0,724.5,726.9000244140625,22129893,746.8200012207031
2026-08-14,727.0,729.5999755859375,723.5,725.0,20364131,742.1900024414062
2026-08-17,729.0,732.0999755859375,724.5,727.0499877929688,14823722,739.7600036621094
2026-08-18,723.0,729.0,723.0,726.2999877929688,17916507,737.8375030517578
2026-08-19,720.0,725.4000244140625,715.0999755859375,724.0,21342651,736.1800018310547
2026-08-20,725.0499877929688,728.2999877929688,724.2999877929688,725.5,17603805,735.0700012207031
2026-08-21,726.9500122070312,732.7999877929688,726.5999755859375,728.2999877929688,26029811,734.2775024414062
2026-08-24,729.0,734.4000244140625,724.0999755859375,732.5,11408345,733.7500030517579
2026-08-25,727.5,728.7000122070312,722.0,726.5999755859375,17511874,733.3550018310547
2026-08-26,727.2000122070312,731.0,724.1500244140625,728.0,21156463,732.3050018310547
2026-08-27,711.0,728.1500244140625,710.0,728.1500244140625,46515020,730.1575012207031
2026-08-28,720.2999877929688,720.2999877929688,707.0,710.8499755859375,16494301,728.7649993896484
2026-08-31,709.0,739.75,704.1500244140625,723.0499877929688,78157067,726.5649993896484
2026-09-01,711.9000244140625,715.4500122070312,698.5,705.0499877929688,25320981,725.0600006103516
